"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"martimusross","27 August 2023","Spider-Man - Across the Spider verseI am at a loss to understand the high scores on this movie, it was tedious in the extreme, we had no proper story, all that remained was emotions, feelings and a whole array of woke tropes. The one thing that is central to the Spider-man comics is a good strong story and nearly every film reflects this need, here it was missing.The graphics were very weird and at times just looked half finished, it was very much style over substance, Disney/Pixar would have realised this so we, the viewer, remain focused on the story and not the artwork. Animation must not be the star of the show, it is merely a vehicle in telling a story, even in Tron, animation at its most extreme, served to tell the story.With had scene after scene of breathless freneticism, I was quite frankly bored, this amounts to ""meat and no bones"", you just cannot sustain a movie on action alone, you observe in Rocky or Mission Impossible how all the action sequences are balanced with other elements.I really can't see why this movie was made and who was the target audience, I am a life long fan of Spider-Man, and this left me cold as it had just nothing for the fans, and it totally lacked any humour which is key.I'm giving this 2 outta 10 to my mind it was a disaster.","
            6/10
            "
"matris1","3 June 2023","The good: This is a gorgeous and competently made film. With every scene / direction / frame constructed meticulously and it shows. It pushes the boundaries of animated movies and does it with style. The voice acting is good. The movie respects and pays homage to spider-man lore whilst offering something fresh (hard to pull off). Almost all the side characters feel real and fleshed out - even those with minimal screen time.The bad: It's most definitely a middle chapter and the film suffers for it. The movie is long, the pacing suffers, and scenes feel drawn out - which makes sense when you understand it's not trying to reach the end. The movie 'finishes' literally in the middle of a plot beat - when it didn't need to. Empire Strikes Back has shown us how it's done. It feels like pure marketing/money making tactics. A shame.Should you watch it: If you like Into the Spider-Verse - most definitely. The film pays homage to spider-man (both on and off screen) while offering something new. It's also just a brilliantly made animated film. Highly recommended.","
            6/10
            "
"mrbledsoe53","3 June 2023","As visually stunning and groundbreaking of the animation, unfortunately, it was too much to take. I'm in my early 40s so younger viewers probably won't be affected as much. Didn't have an issue with Into the Spider-verse, but apparently, they increased the intensity to the point that I left with a headache. The different frame rates of characters in the same scene, the visual distortion in the background at times, made it difficult to focus and was basically visual overstimulation. I enjoyed the story and would like to see Beyond the Spider-verse but may have to just read about it if the animation is as intense as this film.","
            6/10
            "
"ayoreinf","4 June 2023","I was really blown away by this masterpiece. It's beautiful, clever, funny and deep. And it dares being a comics in each and every frame. It never allows you to forget these are drawn characters you see. Unlike so many animated movies of recent time it doesn't go for the smooth polished look it makes certain we never forget that we watch a comics book that was brought to life on screen. Just like Rembrandt made sure we all see his brush strokes when we watch his paintings. But just like Rembrandt, it's done without allowing the technical mastery of it all to drop one little bit. But it's way more than simple issue of the looks of it. This is comics all the way, thematically as well as visually, hence the ending we got.They didn't give up on anything; didn't allow a single detail to go amiss. They wouldn't give up on any bit of storytelling. It's all there, no matter how long the final cut will be, and still, it's not too long not even a second too long. The characters are all fully developed - real human beings drawn in comics form, but human just like any of us watching them on screen. It calls for some of the best voice acing I've seen, by each and every member of the cast. I simply can't single out anyone of them. They were all superb.And than the story itself - It's way more than just sci-fi comics. It doesn't limit itself to the usual issues of power and its moral implications. It's asking us the deep questions of what determines the path our life take? Are we ruled by our destiny? Is it all written in our stars? If I had a problem with most of the comics I read it was because of the fatalistic approach adopted by most of them. This one defies the tradition in the best way. It breaks down all the accepted rules and leaves us all hanging in one of the best cliff hangers ever.If you love comics, science fiction, action movies or simply real brilliant cinema - go see it.","
            4/10
            "
"Ruben17","31 May 2023","This is whiteout a doubt peak Spider-Man and even peak cinema!Every scene in this animation movie was as good as perfect! The coloring, animation, character designs, music and the way they used the Spider humor was so funny and well timed!Bonding with character hasn't been as easy as it is here, they really explore the backgrounds of the different characters so emotional and passionately at the same time.It's a necessary darker & more emotional storyline for the characters but that's just how Peter Parkers storyline is...
It's a 2h20 movie but there wasn't one scene that I would've left out, I would've even preferred for it to go at almost 3h cause I wasn't a huge fan of the ending! You'll know when seeing it!There are so many Easter eggs & Spider-man's it to crazy for words!What more can i say than this is a masterpiece and probably the best Spider-Man movie to date!","
            4/10
            "
"tavismelvin","5 June 2023","Not great but it's good. They could of made this movie about 30mins shorter tbh. There's a few things I don't like about this movie. I found it sort of stupid that in a world of Spider-Man, not one Spider-Man could catch Morales. Just found it odd. You watch a whole movie to get a Clift hanger. Which wasn't that great. I felt like we were missing a big climax that never happened. I found the characters in the first movie more funny. They sort of tried too hard on this one. The cgi comic book art is cool. I find it distracting at times and it takes away from the emotions. I don't know I just had higher expectations from what reviews were saying.","
            5/10
            "
"armagh-97917","16 June 2023","The first movie was great; original, funny, interesting, diverse. This movie is like you when say you like a song, so they play the same song twice as loud hoping you love it twice as much. It more disjointed, the emotions get lost, and really, the ending? In 2 hours and 16 minutes you can bring this movie to at least a temporary conclusion? The villain does not have a good enough back story to carry one, much less two movies. That said some of the spiderverses we see were very creative (especially India-Manhattan mix), and the lead character is as always very likeable. It's like they really didn't much else to say, and then they take too long to say what they did.","
            6/10
            "
"CinemaSerf","4 June 2023","Sad night tonight. After 80-odd years, this was the last film to show in my local cinema before it closed down. Doubly sad because it's also not actually very good. The conceptualisation behind the hybrid styles of animation is spectacular and executed in an highly polished fashion - as you'd expect. The story is all over the pace though, and the proliferation of Spidey's seemed designed more to allow the narrative to become more culturally inclusive (and bankable) rather than to develop any meaningful characterisations. What personas there are spend their time wallowing in a mire of unrequited and/or confused familial love, or teenage angst more suitable in a soap. The dialogue has it's moments - assuming you can catch it - and there's a bit of humour to be found but I found the audio mix made following all that was said became a bit wearisome after a first hour that really does depend on your having watched (and remembering) the first - in my view far better - instalment. This whole ""multiverse"" theme can keep on recycling itself ad nauseam but if the writing remains at this unremarkable level then I'm not sure I'll be bothering with the next set of repetitively set-piece adventures for ""Miles"" and his parents, love interest and fellow Spider-folk.","
            6/10
            "
"ibarix","7 October 2023","The animations are fantastic. Something between 3D, comics and animated film. Other... Where to start? 2.5 hours of a festival of colors and chaos. The film seems to have been made by someone with serious ADHD while on LSD. There is rarely a pause between sentences to process what has been heard. Combined with the cluttered animations, I had the impression that I was watching the movie at 1.5x speed. It can be seen that the film is totally adapted to new generations. Parents are friends instead of being parents, they use slang, everything is colorful, fast and ""adapted"" to short attention spans. There is no tension, the dialogues just flow without much expressiveness or meaning. There is more drama than action. Once again, the animations and style are absolutely phenomenal. The level of dialogues, scripts and everything else is not at the level of animations. The movie had to be at least half an hour shorter with a better story, less woke crap and far more suspense. This gives the impression that it is a Coca Cola advertisement. Due to excessive animations and hasty speech, the film is difficult to follow for long periods of time. A good idea, but the execution (except for the animations) is average at best.","
            1/10
            "
"HabibieHakim123","12 June 2023","Best Spider-Man movie ever???, more of like the worst Spider-Man movie i've ever watched, Across The Spider-Verse is indeed fits with the title, it's basically a set up movie for the big finale/battle for the next movie, this movie is just the middle of it, i have so many problem with the film from it being too incredibly long, incredibly slow, and incredibly quiet, i don't know if it's just my theater that the volume of the movie was low but it's just not right, the slowness of the narrative and pacing really bothering me, even the dialogue was so slow that the quiet distance between each line i can hear couple people snoring because how so empty the film is, how boring the movie is, and i'm not blaming them at all, it fills with so many unnecessary long slow scene, the soundtrack was bad and compare to the fire soundtrack of the previous movie there is zero memorable song, the voice acting pissed me off too because how they talk mostly so quitely and so whispery and it also sounds mostly like they have no emotion at all, Across The Spider-Verse is missing a lot of the key part including the OG team with Spider-Man Noir, Peter Porker, etc. And i miss the depressed Peter B. Parker and in here he's having a perfect life which is good but not as fun and as engaging of a character anymore, the side villain of this movie was Miguel as Spider-Man 2099 and it didn't work as he was not as cool or as menacing as i expected, so do The Spot unfortunately, the positive was of course the animation was still great, i like both Spider-Man India and Spider-Punk, the action was decent, wasn't really blown away by it, it's quite entertaining, the cameos are fine, but the obvious cameos was very disappointing for me, anyway, Across The Spider-Verse for me was a bad example of a set up movie, a set up movie shouldn't be this long except if you fill it with a boring long narrative that fills with so many unnecessary long slow scene with bland and weak story, weak voice acting, and wrong decisions like this one, Across The Spider-Verse is bad, it's a failure, it's a complete waste of time and it could not be a waste of time if it's execute properly with the runtime, the content, and the story, it could be a less than 2 hours movie of a set up instead of more 30 plus minutes of unnecessary boring content, Into The Spider-Verse was a triumph while Across The Spider-Verse was a blunder, and i have my reason and that's the most important.","
            9/10
            "
"jjakum-96413","6 June 2023","Don't get me wrong. I liked the movie but people are acting like this is Godfather 2. It's rated higher than The Dark Knight lol . I'd probably put it 7th on the list of Spider-Man movies.The positive:Gwen was probably the best part of the movie. They did a great job with her and she is probably as much the lead in this movie as Miles. Her action scenes were great and her character was likable.Miles character was also very well done and it was nice to see his character progress and mature from the last one. I'm a Peter Parker guy but there is definitely room for Miles.I thought the Spot, who is usually a lame villain, was pretty cool. I liked the character arc and progression they gave him.Miguel was a decent character. I'm hoping there is more character development in Pt 2 because he just comes off like an angry jerk the entire movie.The action scenes were well done and all the cameos were a lot of fun and the final twist at the end was fantasticThe negative:It was about 45 minutes too long. I miss the sub 2 hr movie. My youngest was bored to tears before the midway point.They totally neutered Peter B Parker, who was the best part of the first movie. They made him a complete buffoon.The animation was a bit much at times. It was headache inducing.Hobart was cool when you could understand what he was saying. It was like listening to a Gallagher brother voicing a Spider-Man character..I hated every scene that Spider-Woman was in. She was easily the worst out of all the main characters in the movie.","
            10/10
            "
"hobgoblinlol","8 August 2023","Across the Spider-Verse is a good film, better than the first one for sure but not something that should have 8.9 rating. I'm mixed about the animation, some things look really great but the other half is nauseating. I really didn't like the phasing, the movie is more than 2 hours long and it feels like the chase scene in the multiverse takes 1/3 of the film. The Spot is a fun villain but still don't get how he suddenly goes from wanting to rob an ATM machine to wanting to destroy the entire world, don't like how he just disappeared for the rest of the film. Miguel was fun even though his backstory was also really generic. Across the Spider-Verse is a good movie, but it relies on flashy animation and fanservice to cover up it's flaws. For example, am I the only one not ok with classic Peter Parker bringing his daughter to extremely dangerous places? Or with Spider-Woman getting slammed to a train while being pregnant? Also, too many Spider-Mans are just a parody of themselves. Don't get me started with awful modern humor. Overall, the sequel is better than the first film, but even more overrated. Flawed plot, great animation, ok soundtrack, fun action, too much fanservice.","
            10/10
            "
"jimmystz","8 June 2023","Its not bad, it just doesn't fill the shoes.The movie is caught up in doing a bad impression of the original but misses the small details and cleverness that made the original a hit.So much of the plot and dialog is flat. The surprises didn't surprise me. I barely noticed them. The jokes where uninspired. I think I laughed once. The stakes where much higher but the tension felt much lower.Its worse in the technical aspects as well. Sound design, Pacing, Art Direction, Character Depth and Development all worse. Technically Across the Spider-Verse has a deeper world but not much of it was not memorable. I felt like the movie took a long time to say and show very little where the original did the complete opposite.When the squeal was announced and I heard they had different directors I raised an eyebrow. I lightly considered that team to be miracle workers. Unfortunately the concerns seem proven. The current Directing team says they're done after the second act of Across the Spider-Verse.I know a colossal amount of time, energy and love went into this movie and I'm scorching it. Squeals are notoriously hard to balance. They are often caught between what the original was and what so many people imagine that it should have/ could have been. Squeals sometimes they get tangled trying to be an unnecessary correction.Despite all these criticisms its still a good movie. There was a lot to appreciate. It was fun and characters will make you feel something. The best parts of the movie where all around the Parents of the many Spider-Verses. They tried to make the importance of family the core but that is difficult in an action movie were the hero's are living split secrete lives. Holding out hope for the next one.","
            6/10
            "
"shanayneigh","27 August 2023","Remember when people were able to tell a story in two hours or less? When stories had a beginning, middle and an end? When the number one priority wasn't to build a never ending franchise, but to simply tell a story?I liked Spider-Man: Into the Spider-Verse (2018) which I thought was surprisingly good.Please, give the whole multiverse schtick a rest. Sure, it offers the great (merchandising) opportunity to include a zillion versions of Spiderman, but it also reduces the stakes to absolutely nothing.In the first half of the movie they establish the new main bad guy (or so one would think) whose backstory is a ridiculous throwaway gag by one of the animators of the first movie. After an hour or so the new bad guy vanishes from the movie. As we get closer to the end I look at my watch thinking ""There's no way they'll wrap this up in the ten minutes that are left"". And of course they don't, since their priority isn't to tell a coherent story, but to build a franchise. So we're left hanging with no resolution. If we want one, we'll have to pay for the next movie too! Genius film making.Of course it was 20-30 minutes too long as per usual for comic book movies today. And this is only the first installment! Including the sequel (or rather, the third act of this movie) this simple story will probably be about an hour longer than Gone With The Wind. Amazing.I watched this movie on a huge screen in Tokyo. The visuals were grating. The dotted areas and the double/triple outlines, which I suppose are meant to emulate early printing techniques of shadows/gradients and out-of-focus areas did not look good on the big screen. The first movie employed the same visual style, although not as pronounced as in this sequel. On a small screen (like my 65 inch OLED at home) they were not an issue. But on a huge cinema screen they were making my eyes bleed.There is no way I'll pay to see the third one.","
            10/10
            "
"trinaboice","1 November 2023","IN A NUTSHELL:
This is only Part 1 of a two-part sequel. Sweet! Fans are thrilled, rewarding the movie with $221 million at the worldwide opening. It was directed by Joaquim Dos Santos, Kemp Powers, and Justin K. Thompson, a truly magical team.Writing credits go to Phil Lord, Chris Miller, and David Callaham. The story is about Miles Morales who catapults across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.THINGS I LIKED:
The animation is colorful, energetic, and impressively expressive. It combines classic comic book design with modern-day CGI for a thrilling effect. Each frame looks like it came straight out of a moving comic book. Fans are completely nerding out!The cast of voice talents includes Shameik Moore, Hailee Steinfeld, Oscar Isaac, Jake Johnson, Issa Rae, Daniel Kaluuya, Jason Schwartzman, Brian Tyree Henry, J. K. Simmons, Luna Lauren Velez, Greta Lee, Rachel Dratch, Jorma Taccone, Karan Soni, and Shea Whigham.The script is extremely inventive, funny, and heartwarming all at the same time.We get some creative villains that come from various multiverses.Lots and lots of action!The movie takes place across 6 dimensions with 240 characters in it and over 1,000 animators working on it! It's the largest crew of any animated movie ever made!So many Easter eggs. They include references to six decades of movies, video games, cartoons, and comics. Wow.This is one of those movies that you HAVE to watch more than once in order to catch everything. Scratch that...two or three times! The frames fly so fast and furiously that you simply can't see it all.I've never read comic books, but I hear the movie stays true to the source material.I got a kick out of the Spot villain, the Lego spider verse, and the Indian Spider-Man. Haha
I've always loved animated movies that include live-action characters.The cliffhanger will leave you counting the days until the next installment.Surprising twists caught me off guard. Sweet.There is plenty of humor, both spoken and visual.I've just seen a Nicolas Cage cameo in two different movies in two days! His appearance always gets a laugh from the audience. The other is in the new movie that just came out: The Flash. It's another fun adventure into the metaverse!You can definitely enjoy this movie without having seen the first Spider-verse one; however, you'll understand and appreciate it even more if you have.If you love Hailee Steinfeld's character of Gwen Stacey, you'll be excited to know that a female-focused spin-off is currently in development.THINGS I DIDN'T LIKE:
Some viewers and fans will be annoyed that the movie doesn't actually end at the end and they'll have to wait an entire year to see the rest of the story. Spider-Man: Beyond the Spider-verse is scheduled to be released on March 29, 2024.Some of the action scenes are chaotic and happen so fast that you don't have time to really savor the moment.TIPS FOR PARENTS:
This is not just some random kids' movie. It's very mature and filled with humor and insights that adults can enjoy.Some Spanish is spoken without subtitles.!","
            10/10
            "
"Marian25","31 May 2023","It just excels in every category! Peak cinema right there. I can't imagine the amount of work that went into this movie, every aspect of it just blew me away.Words cannot accurately describe this experience so I'm not even gonna try. I can't remember the last time I was so hooked for more than 2 hours in a cinema. So much emotion, beauty and cool-ness!It's time for everyone to appreciate animation as a veritable film genre and give it the recognition it deserves. Across the Spider-Verse perfectly shows that you just can't do in a live-action movie what you can do with animation. I 100% think that the richness of emotions this masterpiece conveys was greatly benefited by the animation and its mesmerizing style. Just see it and you'll agree!","
            10/10
            "
"alindsayal","21 June 2023","Spider-Man: Into The Spider-verse was one of my favourite comic book films ever, and after all these years the sequel, Across The Spider-Verse has been released and I have finally had a chance to watch it and here is my review for it. The premise of the film sees Miles Morales travel across the multiverse where he meets other Spider-Men that at are charged with protecting it, Miles must understand what it takes to be a true hero.Main Character
Shameik Moore is back as Miles Morales and he is fantastic. He plays the teenage spider-man very well and he is easily likeable which is great to see. There is more to him though, Moore adds real emotion to the story of Morales and the things he goes through is well done. Gwen Stacy voiced by Hailee Steinfeld gets way more to do in this film and I would argue her character is as important as Miles. She gives such an emotional performance and Gwen is a character that we learn a lot about and see how she really fits into this story. The dynamic between both characters is really well delivered and I am glad it worked so well.Supporting Characters
This film has probably the most amount of characters a film ever has, so I certainly won't be going through all of them but I will acknowledge that they are all great.Brian Tyree Henry and Luna Lauren Velez return as Miles parents and they are a large part of this story. Seeing how the dynamic between Miles and his parents goes down is a really crucial element of this film and the two performers did a great job.Oscar Isaac plays Miguel O'Hara and is fantastic. It seems like he is becoming the king of comic book films and shows and he is no different here, O'Hara is the leader of the team of Spider-Men and he is the most serious character in this film. As you learn more about him, you understand why he does what he does and it makes him a really interesting character.Jake Johnson is back as Peter B Parker, though he has a much smaller role. Even though he isn't in the film a huge amount he is used effectively and I felt like he was somebody that added to the overall story of the film and how it affects Miles life.There are some other great characters specifically Jason Schwartzman as The Spot, Issa Rae as Jessica Drew and Daniel Kaluuya as Spider-Punk. They all were fun additions to the cast here.Story
The story is fantastic. As I mentioned above, it focuses equally on Miles Morales & Gwen Stacy and it deals with both stories incredibly well. This film exceeds what the majority of people would expect for an animated film with the amount of depth and emotion that goes ahead with these characters and the situations that they are put in. This is also a great ending, which feels appropriate for the film and effects every character that has been a spotlight of the film.Script
The script is really great. The comedy is well written, this film is funny and not in a childish way. It is clever with its comedy and it picks appropriate times to use it. But the drama is where the film succeeds, you really do care about these characters and how the events in the film change the characters.Style
The first film was amazing to look at and so creative in its design. This film is even better, you can't take your eyes off the screen because of the colours and use of technical devices that no ever film does like it. This films pacing is great too, it clearly has different acts to the film and I was never bored,Overall
Overall, Spider-Man: Across The Spider-Verse is an Epic film that just like its predecessor is one of the best comic book films ever made. Ignore the fact that it is an animated film, this is an amazing film and especially for Spider-Man films needs to be see.Rating - 10/10.","
            10/10
            "
"will-howlett","2 June 2023","I loved loads about this film, mainly the amazing action sequences and the sweet sweet fan service (one bit of fan service got a big loud oooooh from myself and most of the cinema).The problem I had with it is that despite it being a 2 parter so much of the emotional exposition was stretched out far longer than necessary through overlong dialogue. About an hour of the film is dedicated to ensuring we understand that Miles is a young man finding his path through life (I have no idea how some of the younger kids in the audience sat through it, they must have just been mesmerised by the flashy colours). It could have been handled in a much more condensed manner by better writers and still had the required impact. Given the film ends at a point that feels like a natural final third act it left me feeling shortchanged.If the overlong dialogue scenes had been condensed then I believe there would have been no need for the 2 parter. But then people wouldn't pay to see 2 films instead of 1.I expect when the initial mega fan reaction dies down and more ordinary filmgoers leave shocked at the ""to be continued"" message the IMDb score will dip dramatically.","
            9/10
            "
"monuthube","1 July 2023","Yeah, watched it finally. I mean seriously, I'm following a lot of industry artists (intentionally) on Insta and LinkedIn. And I started getting the posts of artists who were involved in making this film, and the day it was officially released, all my Insta and LinkedIn feeds flooded with behind-the-scenes shots that artists worked on. My god, it freaking huge... Every morning I opened Insta or LinkedIn, there were artist posts everywhere and it happened for 3-4 days 😱. Then there I read the news that this movie had the highest number of production crews both 3D & 2D, working simultaneously 🤐.Looks like I need to update my favorite animated movie list, previously it was 'Into the Spider-verse', because of the story, animation, and music. Post Malone's Sunflower is still my phone ringtone for 5 years, which reminds me of the movie which is special to me and now definitely, it's 'Across the Spider-verse'. But, still, wait for it, this was just part 1 of a full sequel story... I'm super-damn-excited for 'Beyond the Spider-verse'.This time I watched the movie in the theatre, aka big screen. So, imagine how it was, the cityscape, duh and the conversion of Gwen and Miles, at the same time, this is what the best composition is! That whole scene was romantic and breathtaking. It's just too huge to save at once in my brain. And what the hell, the story, it's just so beautiful with the background music, it's still not high as the first movie (for me) but still it's best than any other which builds the moments you fall in love and become part of the story. Other than Miles and Gwen, Oscar Isaac's Miguel O'Hara / Spider-Man 2099 is a totally different highlight of the movie, his presence sets the tense and wild mood in every scene. I mean second half is where the movie gets high on adrenaline rush, the wildness of Miguel O'Hara and the background music, sets everything on fire. And wait, if you imagine this as a complete movie then let me tell you as per story structure it was just the middle part (2nd act of 3 Act story structure), the real climax is yet to be witnessed in 'Beyond the Spider-verse'. The end part of the movie... Ho-oh, that was damn-freaking tense and unexpected (I mean it was not that difficult to guess) but I figured out the problem, that everyone faces in the multiversal stories concepts, is just that min blowing. But the way it was built up to this was like, something unbelievable.Talking about animation, I don't need to tell you... you just need to watch this movie because this is the peak of animation (I think so), how can we measure the creativity? Every single world and character had a different art style, imagine it... How crazy can creativity can go. I loved Gwen's world which had an art style of watercolors, it changed with the mood of the story and that was just another level of beauty.I personally enjoyed this movie deep down to my heart, because it just so f*kn' from all sides, its story is amazing, the animation is at just a different level, and dialogues-drama is beautiful. The reference to pop-cultural and real-life references, I mean when did you laugh openly (deep from your heart) while watching the movie? I mean it was a total roller coaster ride, from happy-joyful moments to sad-tensed moments. And Gwen & Miles's romance is just so beautiful with that cityscape, you'll fall in love with the movie. And another thing that stands out is the scene composition, I mean really every scene is so f*kn' beautiful, I can't just process it (it happened to me while watching Avatar: Way of Water), I say this is as eyes getting orgasm.The thing is, Miles's character is so relatable to youngsters like us, that you understand his pov. I just wish not to cut the movie here, I mean it could have been more better if part two was added to this aka making it a 4-hour movie, and Gwen's taking the lead in the end was another best thing (from scene composition pov). There are so many things I want to talk about because I'm in love with this movie.I definitely-x-infinity will recommend this movie, to see what the best-est animated movie looks like, there are literally no flaws. It's all-round PERFECT in a big-bold, movie.If you hadn't watched the 'Into the Spider-verse' then start from there it's available on both Netflix and Amazon, then if possible enjoy 'Across the Spider-verse' on a big screen, just to feel the quality of the scenes.","
            6/10
            "
"lauralewis-48859","23 June 2023","These movies are spectacular. I loved the first one and thought there was no way they could make the second one as good. It is as good or even better!! It is engaging and funny. It has such a good plot and storyline. The characters are wonderfully developed. The spot is a really cool villain and the twist at end is wow! Beside all of this, the visuals are phenomenal. It's an experience to watch it. I can't imagine the amount of talent that went into making this movie. I saw this in the movie theater and I cannot wait to rewatch it when it starts streaming. My 7 year old loves it as much as me.","
            9/10
            "
"michvanbeek","10 August 2023","Spider-Man Into the Spider-Verse dates back to 2018. The film was received extremely positively by friend and foe and rightly so. And such an animated film with a sublime animation style was something that had never been seen before on this scale. Like going to a comic book that was translated on screen and with a very, very good story. It may take five years for the sequel, but patience pays off and how. It seemed a fairly tough task in advance to be able to surpass Into the Spider-Verse, but this has absolutely succeeded in every area. Where the regular Marvel movies have fallen into disrepair, where the quality of those movies has gone up and down, the Spider-Verse movies are definitely not and maybe it's better for Marvel to focus on these gems than again for the umpteenth time to bring some weak and much too expensive live action film into the cinemas that are destroyed by the media and the public.The story is enriched by deepening the backgrounds of, for example, Gwen Stacy and Miles Morales and that really works out perfectly. Why mention Gwen first? That's simple, the story around Gwen really worked out best in this movie. The opening of the movie might make you think ok, I hope it really gets a lot better than this, but this feeling will go away very soon. The origin of Spider-Man's enemy Spot is beautifully worked out. At first it seems like a funny and above all clumsy figure who has absolutely no control over his powers. When it finally becomes clear who Spot is and what his ultimate intentions are, Gwen comes back into the picture with Miles, but it is not yet clear why. Until Miles finds out that all universes are connected and that Gwen turns out to be a key that brings Miles to the Spider-people, led by Miguel O'Hara. This all sounds very dull, but the story seems to have a really hypnotic effect and that is where the strength of the film lies.With a running time of almost two and a half hours, it might stop people from taking a quick look at the film, but the running time is justified. Where Into the Spider-Verse still felt like the best, which strangely enough was still kept under two hours, that is really different with this film. With Into the Spider-Verse it was in a chaotic and almost impossible to follow color explosion called the ending. This is really different in Across the Spider-Verse. The entire film is expertly worked out, with the story only leaving you wanting more. Obviously this is because the open ending is just a cutoff in the middle of the story, but that's not the only thing. The coming together of every Spider-Man in history and more also builds up to more than just confronting Spot. Of course we could dedicate an entire review to how beautiful the animation is, but this was of course already very clear after the first part. The different animation styles are mixed in this film with a number of other surprises that not only bring you to the drawn or animated Spider-Man, but much more.Spider-Man: Across the Spider-Verse surpasses its predecessor in every way and raises the bar for a sequel. Not only the animation is fantastic, but also the story is perfectly worked out. Perhaps with Across the Spider-Verse we had the best Spider-Man movie yet and that really promises something for the sequel. It is especially the depths of Gwen Stacy and Miles Morales that add considerable force to the film. The threat coming from enemy Spot is really good and the part where Miles joins the Spider-people is really well done. The playing time of almost two and a half hours is strangely enough still a bit on the short side, but good. That is not surprising in this case, because the film ends in the middle of the story, so there is still plenty to do. The movie has been in theaters for a while and for those who haven't seen the movie in theaters yet, do yourself a favor and just go there.","
            10/10
            "
"dburris-45933","4 June 2023","It's not very often we get an animation film like this...The art is astounding, colorful visuals, a jaw dropping movie phenomenon. The score and songs flow very well, the acting is on par with new additional characters involved...Some we may know, and some we haven't seen on screen yet. The plot of the story is well thought out. Has its silly moments without taking away the essence of the story. Has a very dark tone. This is a movie is aimed not only for children but for comic fans and adults alike. They really achieved movie history and everyone involved did a stiller job! One of the best Spider-Man movies thus far!","
            10/10
            "
"shoebsaad","5 July 2023","Spider-Man: Across the Spider-Verse swings back onto the big screen with a stunning sequel that pushes the boundaries of animation and delivers a thrilling and heartfelt story. Picking up where its predecessor left off, this film takes audiences on an exhilarating journey through alternate dimensions, introducing new characters and exploring the multiverse in all its mind-bending glory.Visually, Across the Spider-Verse is a masterpiece. The unique animation style that made the first film so groundbreaking is taken to even greater heights, with vibrant colors, inventive designs, and seamless blending of various art styles. Each frame is a work of art, immersing viewers in a kaleidoscope of visual splendor that is unlike anything seen in animated films before.But it's not just the visuals that make this film exceptional. The storytelling is equally compelling. The plot follows Miles Morales (voiced by Shameik Moore) as he embarks on a new adventure that takes him across different dimensions, encountering various versions of Spider-Man along the way. The narrative deftly balances action, humor, and heartfelt moments, exploring themes of identity, responsibility, and the interconnectedness of the Spider-Verse.The voice cast delivers outstanding performances, bringing their characters to life with depth and authenticity. Shameik Moore once again shines as Miles Morales, capturing the character's youthful energy and growth. The chemistry between the different Spider-People is palpable, creating a sense of camaraderie and unity that is inspiring.One of the film's strengths lies in its ability to captivate both younger and older audiences. It seamlessly weaves together a multilayered story that appeals to comic book aficionados while maintaining a universal appeal that draws in casual viewers. Whether you're a die-hard Spider-Man fan or new to the character, the film's narrative and characters will resonate on multiple levels.Additionally, the soundtrack is a standout feature of the movie. With an eclectic mix of genres and tracks, it perfectly complements the film's energy and emotional beats, enhancing the overall experience.If there is any drawback to Across the Spider-Verse, it is that we have to wait for the second part of the story. The film leaves viewers eagerly anticipating the continuation of the adventure, which is a testament to its ability to engage and captivate.In conclusion, Spider-Man: Across the Spider-Verse is a remarkable sequel that pushes the boundaries of animation while delivering a compelling and emotionally resonant story. With its breathtaking visuals, stellar voice cast, and intelligent storytelling, it solidifies itself as a standout entry in the Spider-Man franchise. This film is an absolute must-watch for fans of the web-slinger and anyone who appreciates the artistry and creativity of animated cinema.","
            10/10
            "
"RogerRoger77","11 June 2023","Ok, my title is deliberately snarky, but ...Like the first movie, the animation here is spectacular. Plus, there are lots of incidental pleasures, mainly seeing all the different Spidermen and their crazy powers and costumes.However, I just wasn't that taken with the characters and plot. Maybe I'm too old for these sorts of films, but do we really need scene after scene of whiny teenagers talking about their feelings? Personally, all I really want from a Spiderman movie is some fun web action and a few zingy one liners. And a more interesting villain than the one we got here.Perhaps I'm old-fashioned, but I always thought the point of superheroes was to be focused on others - saving the world and all that - not endlessly dissecting their own emotions and obsessing about their families and relationships. Guess this just reflects the world we live in: a Spiderman movie for the me, me, me generation.","
            10/10
            "
"dangerfox-90110","8 August 2023","Spider-Man: Across the spider verse(2023)This movie is a continuation from Into the spider verse and it expands the movie as a whole and it gets progressively better by the dimension they enter in and it got a lot of characters and i mean A LOT A LOT !The art style is what made this movie expands like this and it made what ever the characters are you've got spider punk and spider man india ( was hoping for more screen time ) and spider rex spider cat blah blah blah and moreThe movie is pretty good but the end left me really confused , the last 20 minutes of the film i was confused as heck i couldn't even know what was happening and just overall confused and SHOCKED by what was almost at near the endOverall a build up movie for beyond the spider verse but still cool ! This movie is kinda nuts tbh love it and its very enjoyable would recommend to everyoneoh yeah and btw the main villain of this movie is kinda scary tbh and thats how good the movie isI would recommend to watch the first one then ATSV :-)","
            6/10
            "
